system_job_id,education_display,education_source,experience_display,experience_source
5099302255,Bachelor's Degree,nlp_inferred,0-2 years,nlp_inferred
4654032632,Associate Degree,nlp_inferred,6-12 months,nlp_inferred
5233178016,Associate Degree,nlp_inferred,,not_specified
5196704669,,not_specified,70 years,nlp_inferred
5277091454,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5245061340,,not_specified,25 years,nlp_inferred
5277132944,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5277148853,Master's Degree,nlp_inferred,6 years,nlp_inferred
5280768690,Associate Degree,nlp_inferred,,not_specified
5111212590,,not_specified,,not_specified
5278802267,,not_specified,1 years,nlp_inferred
4725766426,,not_specified,10 years,nlp_inferred
5255477085,Certification,nlp_inferred,12 months,nlp_inferred
5262565173,,not_specified,15 years,nlp_inferred
5243453199,,not_specified,3 years,nlp_inferred
5110457474,,not_specified,40 years,nlp_inferred
5245071700,High School Diploma/GED,nlp_inferred,Entry level / no experience,nlp_inferred
5280865716,High School Diploma/GED,nlp_inferred,,not_specified
5277286758,Certification,nlp_inferred,4 years,nlp_inferred
5245195932,Certification,nlp_inferred,1-2 years,nlp_inferred
4355001736,Bachelor's Degree,nlp_inferred,,not_specified
5245090638,Master's Degree,nlp_inferred,3 years,nlp_inferred
5245082601,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5245093469,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5245107416,,not_specified,3 years,nlp_inferred
5245105043,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5247237864,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
5247238245,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
5245150673,Doctorate,nlp_inferred,5 years,nlp_inferred
5245152607,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5134375501,High School Diploma/GED,nlp_inferred,3 years,nlp_inferred
5166000268,High School Diploma/GED,nlp_inferred,3 years,nlp_inferred
5277304294,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5277305657,Associate Degree,nlp_inferred,18 years,nlp_inferred
5272813992,,not_specified,2 years,nlp_inferred
5183025900,Master's Degree,nlp_inferred,2 years,nlp_inferred
5175229182,,not_specified,1 years,nlp_inferred
5233264818,Master's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5092575341,Bachelor's Degree,nlp_inferred,,not_specified
5085729524,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5125398733,Bachelor's Degree,nlp_inferred,0-6 months,nlp_inferred
5131369756,,not_specified,40 years,nlp_inferred
5085863030,Certification,nlp_inferred,3 years,nlp_inferred
5121943493,Bachelor's Degree,nlp_inferred,4 months,nlp_inferred
5243727860,Master's Degree,nlp_inferred,,not_specified
5277346827,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5175801326,Master's Degree,nlp_inferred,5 years,nlp_inferred
5111265817,,not_specified,10 years,nlp_inferred
5236866883,High School Diploma/GED,nlp_inferred,70 years,nlp_inferred
5272859644,Master's Degree,nlp_inferred,3 years,nlp_inferred
4753197818,Associate Degree,nlp_inferred,,not_specified
5245281244,Certification,nlp_inferred,2 years,nlp_inferred
5129968182,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5085862864,,not_specified,,not_specified
4947327699,Master's Degree,nlp_inferred,,not_specified
5183252403,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
4347136208,Bachelor's Degree,nlp_inferred,,not_specified
4664896082,Master's Degree,nlp_inferred,1 years,nlp_inferred
5232299450,,not_specified,6-8 years,nlp_inferred
5039614476,,not_specified,40 years,nlp_inferred
5020323615,Master's Degree,nlp_inferred,15 years,nlp_inferred
5196798457,Bachelor's Degree,nlp_inferred,,not_specified
5172390070,High School Diploma/GED,nlp_inferred,3-5 years,nlp_inferred
5232510444,,not_specified,55 years,nlp_inferred
5027162812,Master's Degree,nlp_inferred,,not_specified
5092443656,,not_specified,,not_specified
5064743799,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
4574813873,Bachelor's Degree,nlp_inferred,,not_specified
5129859515,Master's Degree,nlp_inferred,12 years,nlp_inferred
5148225414,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5151289064,Associate Degree,nlp_inferred,3 years,nlp_inferred
5259715879,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
4958659059,High School Diploma/GED,nlp_inferred,3-5 years,nlp_inferred
5259915109,High School Diploma/GED,nlp_inferred,50 years,nlp_inferred
4958660239,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5132291389,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
4981284125,,not_specified,8 years,nlp_inferred
5215871841,Associate Degree,nlp_inferred,,not_specified
5217608358,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5216056741,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
4667621259,High School Diploma/GED,nlp_inferred,,not_specified
5245046163,Bachelor's Degree,nlp_inferred,1-5 years,nlp_inferred
5208987072,Bachelor's Degree,nlp_inferred,,not_specified
4753197813,High School Diploma/GED,nlp_inferred,,not_specified
5247172784,High School Diploma/GED,nlp_inferred,,not_specified
5245051458,Master's Degree,nlp_inferred,8 years,nlp_inferred
5243453047,,not_specified,,not_specified
5249311910,,not_specified,8 years,nlp_inferred
4725766419,,not_specified,15 years,nlp_inferred
5249358025,Bachelor's Degree,nlp_inferred,35 years,nlp_inferred
5245129661,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5245217097,Bachelor's Degree,nlp_inferred,,not_specified
4563359562,Bachelor's Degree,nlp_inferred,,not_specified
5172370916,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
4356794917,Bachelor's Degree,nlp_inferred,,not_specified
5085817621,Master's Degree,nlp_inferred,6 months,nlp_inferred
5249455519,Certification,nlp_inferred,,not_specified
5243659399,,not_specified,4-5 years,nlp_inferred
5052916059,Certification,nlp_inferred,,not_specified
5087368028,Associate Degree,nlp_inferred,,not_specified
5282269365,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5200997333,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5278733915,,not_specified,,not_specified
5260255149,Bachelor's Degree,nlp_inferred,,not_specified
5277086886,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5260318904,High School Diploma/GED,nlp_inferred,,not_specified
5236637445,Master's Degree,nlp_inferred,3 years,nlp_inferred
5201098832,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5277129485,Master's Degree,nlp_inferred,5 years,nlp_inferred
4955838633,,not_specified,3 years,nlp_inferred
5282388329,Associate Degree,nlp_inferred,1-2 years,nlp_inferred
5262435185,Master's Degree,nlp_inferred,,not_specified
5124453031,Bachelor's Degree,nlp_inferred,,not_specified
5243663676,,not_specified,,not_specified
5154855929,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5255206088,High School Diploma/GED,nlp_inferred,,not_specified
5260254274,Associate Degree,nlp_inferred,,not_specified
5259647409,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5260300043,Associate Degree,nlp_inferred,,not_specified
5250283100,Bachelor's Degree,nlp_inferred,,not_specified
5266938867,High School Diploma/GED,nlp_inferred,,not_specified
5277374033,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
4507256038,Bachelor's Degree,nlp_inferred,,not_specified
5153877473,Bachelor's Degree,nlp_inferred,15-0 years,nlp_inferred
5219386434,Associate Degree,nlp_inferred,18 years,nlp_inferred
5250297003,Master's Degree,nlp_inferred,5 years,nlp_inferred
5266958654,Certification,nlp_inferred,,not_specified
5277373836,,not_specified,,not_specified
5277374236,Master's Degree,nlp_inferred,1 years,nlp_inferred
5266961790,,not_specified,1 years,nlp_inferred
5250305067,High School Diploma/GED,nlp_inferred,9 years,nlp_inferred
5243455100,,not_specified,4 years,nlp_inferred
5212495462,Certification,nlp_inferred,7 years,nlp_inferred
5267069641,Master's Degree,nlp_inferred,7 years,nlp_inferred
5097689386,Associate Degree,nlp_inferred,,not_specified
5266989657,Associate Degree,nlp_inferred,70 years,nlp_inferred
5247233221,Master's Degree,nlp_inferred,5 years,nlp_inferred
5267071457,Associate Degree,nlp_inferred,,not_specified
5259775412,High School Diploma/GED,nlp_inferred,21 years,nlp_inferred
5259774380,Master's Degree,nlp_inferred,4 years,nlp_inferred
5247179897,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
4625140729,,not_specified,5 years,nlp_inferred
5195739011,Master's Degree,nlp_inferred,3 years,nlp_inferred
5250365216,Master's Degree,nlp_inferred,,not_specified
5140851071,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5221701397,Bachelor's Degree,nlp_inferred,12 years,nlp_inferred
5099318141,Associate Degree,nlp_inferred,,not_specified
3310043088,,not_specified,18 years,nlp_inferred
5260532288,Master's Degree,nlp_inferred,2 years,nlp_inferred
5166993803,Master's Degree,nlp_inferred,3 years,nlp_inferred
5267157116,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5207618471,Certification,nlp_inferred,,not_specified
5250485390,High School Diploma/GED,nlp_inferred,1-2 years,nlp_inferred
5249481577,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5262565407,,not_specified,,not_specified
5267246759,,not_specified,12 years,nlp_inferred
5247359749,Certification,nlp_inferred,,not_specified
5085812196,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5250540673,Certification,nlp_inferred,,not_specified
5250542896,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5184701165,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5099377347,Master's Degree,nlp_inferred,3 years,nlp_inferred
5247403112,Certification,nlp_inferred,,not_specified
5200994961,Certification,nlp_inferred,,not_specified
5201148921,Bachelor's Degree,nlp_inferred,4-8 years,nlp_inferred
3988903129,High School Diploma/GED,nlp_inferred,,not_specified
5124456144,Master's Degree,nlp_inferred,,not_specified
4971103986,Bachelor's Degree,nlp_inferred,,not_specified
5108085772,Bachelor's Degree,nlp_inferred,12-24 months,nlp_inferred
5189840467,,not_specified,,not_specified
5212356161,High School Diploma/GED,nlp_inferred,50 years,nlp_inferred
5219381923,Associate Degree,nlp_inferred,18 years,nlp_inferred
5214280480,Associate Degree,nlp_inferred,40 years,nlp_inferred
5212454034,,not_specified,40 years,nlp_inferred
5166997569,,not_specified,7 years,nlp_inferred
5124641430,Doctorate,nlp_inferred,2 years,nlp_inferred
5219599070,,not_specified,18 years,nlp_inferred
5212520015,Bachelor's Degree,nlp_inferred,3-5 years,nlp_inferred
5212509043,Associate Degree,nlp_inferred,18 years,nlp_inferred
4971092358,Bachelor's Degree,nlp_inferred,,not_specified
5232321859,Master's Degree,nlp_inferred,,not_specified
5214197233,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5233161553,Certification,nlp_inferred,,not_specified
5233160488,High School Diploma/GED,nlp_inferred,14-0 years,nlp_inferred
5151228882,Associate Degree,nlp_inferred,,not_specified
5233195861,Master's Degree,nlp_inferred,,not_specified
5233203859,Associate Degree,nlp_inferred,,not_specified
4916287414,,not_specified,,not_specified
5164784736,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5124640518,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5235833445,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5214408542,,not_specified,,not_specified
5235840555,High School Diploma/GED,nlp_inferred,,not_specified
5233308596,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5102863277,Bachelor's Degree,nlp_inferred,,not_specified
4725766415,,not_specified,10 years,nlp_inferred
5250306274,Certification,nlp_inferred,5 years,nlp_inferred
4725766410,,not_specified,15 years,nlp_inferred
5240584460,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5092578490,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5250366822,High School Diploma/GED,nlp_inferred,,not_specified
5247194424,,not_specified,5 years,nlp_inferred
5160575301,,not_specified,5 years,nlp_inferred
5245149006,,not_specified,,not_specified
5250438613,Bachelor's Degree,nlp_inferred,40 years,nlp_inferred
5283774196,High School Diploma/GED,nlp_inferred,0 months,nlp_inferred
5280686554,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5249216945,Bachelor's Degree,nlp_inferred,2-5 years,nlp_inferred
5277115738,Associate Degree,nlp_inferred,,not_specified
5282290660,Associate Degree,nlp_inferred,,not_specified
5277129413,Master's Degree,nlp_inferred,8 years,nlp_inferred
5260314222,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5134401428,Master's Degree,nlp_inferred,,not_specified
5245132996,Master's Degree,nlp_inferred,10 years,nlp_inferred
5121694037,,not_specified,,not_specified
5191401281,Bachelor's Degree,nlp_inferred,13-0 years,nlp_inferred
5282364422,Bachelor's Degree,nlp_inferred,13-0 years,nlp_inferred
5283930410,,not_specified,6 years,nlp_inferred
5247313249,Certification,nlp_inferred,,not_specified
5165954704,,not_specified,,not_specified
5278994653,Associate Degree,nlp_inferred,2 years,nlp_inferred
5284042595,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5161815926,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5006698011,Master's Degree,nlp_inferred,2-3 years,nlp_inferred
5200997609,Master's Degree,nlp_inferred,11-5 years,nlp_inferred
5277115690,Associate Degree,nlp_inferred,,not_specified
5140853509,Master's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5278799246,,not_specified,,not_specified
5196786693,High School Diploma/GED,nlp_inferred,,not_specified
5259835294,Certification,nlp_inferred,1-2 years,nlp_inferred
5250304315,,not_specified,5-9 years,nlp_inferred
5260334862,,not_specified,,not_specified
5243460375,,not_specified,,not_specified
5267010134,Master's Degree,nlp_inferred,1-2 years,nlp_inferred
5262456787,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5245104531,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5160629895,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5196830318,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5118199391,High School Diploma/GED,nlp_inferred,21 years,nlp_inferred
5219599493,,not_specified,18 years,nlp_inferred
5118112974,Associate Degree,nlp_inferred,,not_specified
5219600768,,not_specified,18 years,nlp_inferred
5249354443,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
5214096760,Associate Degree,nlp_inferred,,not_specified
5283780752,Associate Degree,nlp_inferred,,not_specified
5282554800,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
4725766422,,not_specified,15 years,nlp_inferred
5236716492,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5236735489,Master's Degree,nlp_inferred,5 years,nlp_inferred
5236805851,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5236862135,Bachelor's Degree,nlp_inferred,6 months,nlp_inferred
5175800862,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
4924355809,Certification,nlp_inferred,1-6 years,nlp_inferred
5236876414,Master's Degree,nlp_inferred,,not_specified
4954414872,Master's Degree,nlp_inferred,6 months,nlp_inferred
5107995355,Associate Degree,nlp_inferred,,not_specified
5056252265,Doctorate,nlp_inferred,8 years,nlp_inferred
5125160709,Associate Degree,nlp_inferred,18 years,nlp_inferred
5124420161,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5233352119,Associate Degree,nlp_inferred,3-5 years,nlp_inferred
5040633713,Certification,nlp_inferred,,not_specified
5250306339,Bachelor's Degree,nlp_inferred,,not_specified
5245046943,Bachelor's Degree,nlp_inferred,6 years,nlp_inferred
5184513684,Bachelor's Degree,nlp_inferred,3-5 years,nlp_inferred
4518994810,Bachelor's Degree,nlp_inferred,,not_specified
5193060258,Bachelor's Degree,nlp_inferred,,not_specified
5250384734,,not_specified,6 months,nlp_inferred
5092443606,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5219295775,Certification,nlp_inferred,,not_specified
5250424836,Bachelor's Degree,nlp_inferred,6 years,nlp_inferred
5235677661,Master's Degree,nlp_inferred,5-7 years,nlp_inferred
5138330607,,not_specified,3 years,nlp_inferred
5250424843,Bachelor's Degree,nlp_inferred,6 years,nlp_inferred
5221557675,Associate Degree,nlp_inferred,7 years,nlp_inferred
5215867991,Master's Degree,nlp_inferred,3 years,nlp_inferred
5078754357,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5139227306,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5212578062,High School Diploma/GED,nlp_inferred,,not_specified
5183355256,Bachelor's Degree,nlp_inferred,15-0 years,nlp_inferred
5207505308,Bachelor's Degree,nlp_inferred,,not_specified
5164975733,Doctorate,nlp_inferred,,not_specified
5221701147,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5221697559,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5219564812,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5270177792,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5260254258,Associate Degree,nlp_inferred,,not_specified
5259627865,,not_specified,18 years,nlp_inferred
5270187224,,not_specified,12 months,nlp_inferred
5260281286,,not_specified,5 years,nlp_inferred
5259705002,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5215849936,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5270197641,Associate Degree,nlp_inferred,,not_specified
5262328542,High School Diploma/GED,nlp_inferred,21 years,nlp_inferred
5262435633,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5221700909,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5270232479,,not_specified,7 years,nlp_inferred
5164788005,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5270244309,Doctorate,nlp_inferred,8 years,nlp_inferred
5270244378,,not_specified,7 years,nlp_inferred
5270248583,,not_specified,Entry level / no experience,nlp_inferred
5259864558,,not_specified,,not_specified
5270249415,Certification,nlp_inferred,,not_specified
5270249595,High School Diploma/GED,nlp_inferred,21 years,nlp_inferred
5014957712,,not_specified,3 years,nlp_inferred
5099209822,Master's Degree,nlp_inferred,15 years,nlp_inferred
5164793505,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5139013920,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5233340838,Bachelor's Degree,nlp_inferred,,not_specified
5262555209,Certification,nlp_inferred,,not_specified
5262550787,Certification,nlp_inferred,6 months,nlp_inferred
5124459747,Bachelor's Degree,nlp_inferred,,not_specified
5262565229,,not_specified,,not_specified
5151421259,Master's Degree,nlp_inferred,5 years,nlp_inferred
5260541165,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5193052433,Certification,nlp_inferred,3 years,nlp_inferred
3310043095,,not_specified,18 years,nlp_inferred
5193053828,Certification,nlp_inferred,6 months,nlp_inferred
4725766406,,not_specified,10 years,nlp_inferred
5198449409,Associate Degree,nlp_inferred,5-15 years,nlp_inferred
5111286181,,not_specified,91 years,nlp_inferred
5049446772,Master's Degree,nlp_inferred,10 years,nlp_inferred
3310043093,,not_specified,18 years,nlp_inferred
5153276754,Master's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
4949362985,Associate Degree,nlp_inferred,6 years,nlp_inferred
5166000117,Certification,nlp_inferred,,not_specified
5202140982,Master's Degree,nlp_inferred,8 years,nlp_inferred
5189778913,Bachelor's Degree,nlp_inferred,,not_specified
5183240470,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
4971370422,Associate Degree,nlp_inferred,,not_specified
5140803664,High School Diploma/GED,nlp_inferred,16 years,nlp_inferred
5124450503,Bachelor's Degree,nlp_inferred,,not_specified
5172349576,,not_specified,40 years,nlp_inferred
5115343822,High School Diploma/GED,nlp_inferred,,not_specified
5191401713,Bachelor's Degree,nlp_inferred,13-0 years,nlp_inferred
5110346855,Associate Degree,nlp_inferred,,not_specified
5255216963,High School Diploma/GED,nlp_inferred,,not_specified
5249351729,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
5235711243,,not_specified,8 years,nlp_inferred
5140851233,,not_specified,,not_specified
5235716680,,not_specified,10 years,nlp_inferred
5255458810,High School Diploma/GED,nlp_inferred,,not_specified
4355001861,Bachelor's Degree,nlp_inferred,,not_specified
5151136928,Doctorate,nlp_inferred,5 years,nlp_inferred
5270188999,Master's Degree,nlp_inferred,,not_specified
5124457828,Bachelor's Degree,nlp_inferred,,not_specified
5255206574,Master's Degree,nlp_inferred,3-5 years,nlp_inferred
5161528271,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5172346279,,not_specified,40 years,nlp_inferred
5124460444,Bachelor's Degree,nlp_inferred,,not_specified
5255241299,Certification,nlp_inferred,18 years,nlp_inferred
5259704426,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5175833143,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5223000327,,not_specified,Entry level / no experience,nlp_inferred
5219307062,,not_specified,2 years,nlp_inferred
5219306876,Certification,nlp_inferred,,not_specified
5260435099,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5142907200,Bachelor's Degree,nlp_inferred,,not_specified
4654032636,Certification,nlp_inferred,6-12 months,nlp_inferred
5223047602,Master's Degree,nlp_inferred,5 years,nlp_inferred
5151387908,Master's Degree,nlp_inferred,,not_specified
5146840177,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5212471049,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5277088695,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5283784617,High School Diploma/GED,nlp_inferred,85 months,nlp_inferred
5270282094,,not_specified,1 years,nlp_inferred
5270270723,Certification,nlp_inferred,3 years,nlp_inferred
5267173963,Master's Degree,nlp_inferred,7 years,nlp_inferred
5277090897,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5003031548,High School Diploma/GED,nlp_inferred,,not_specified
5283779893,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5278734936,Associate Degree,nlp_inferred,3 years,nlp_inferred
5285747884,,not_specified,Entry level / no experience,nlp_inferred
5078791160,Master's Degree,nlp_inferred,10 years,nlp_inferred
5285797137,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5285799037,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5282331200,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5285802086,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5266951867,Master's Degree,nlp_inferred,14-0 years,nlp_inferred
5285804165,Associate Degree,nlp_inferred,18 years,nlp_inferred
5223240810,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5219563278,Certification,nlp_inferred,,not_specified
5233240280,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5285821372,Associate Degree,nlp_inferred,,not_specified
5201896878,Bachelor's Degree,nlp_inferred,1-2 years,nlp_inferred
5151189400,,not_specified,,not_specified
5283887711,,not_specified,8 years,nlp_inferred
5138285656,High School Diploma/GED,nlp_inferred,,not_specified
5195682259,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5255339860,Bachelor's Degree,nlp_inferred,6-8 years,nlp_inferred
4979581511,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5201999798,Master's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5196791067,,not_specified,,not_specified
5202115658,Master's Degree,nlp_inferred,10 years,nlp_inferred
5277283990,Certification,nlp_inferred,4 years,nlp_inferred
5285946472,High School Diploma/GED,nlp_inferred,,not_specified
5247338698,High School Diploma/GED,nlp_inferred,,not_specified
5189800342,Master's Degree,nlp_inferred,5-10 years,nlp_inferred
5267115189,Associate Degree,nlp_inferred,2 years,nlp_inferred
5284027956,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5233074882,,not_specified,15 years,nlp_inferred
5189582474,Associate Degree,nlp_inferred,,not_specified
5219340396,Master's Degree,nlp_inferred,5 years,nlp_inferred
5212358817,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5134398166,Bachelor's Degree,nlp_inferred,,not_specified
5239032982,,not_specified,3-5 years,nlp_inferred
5201170392,Master's Degree,nlp_inferred,,not_specified
5236818911,,not_specified,65 years,nlp_inferred
5239131822,High School Diploma/GED,nlp_inferred,Entry level / no experience,nlp_inferred
5239123251,High School Diploma/GED,nlp_inferred,18 months,nlp_inferred
5223239146,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5239125266,Certification,nlp_inferred,3 years,nlp_inferred
5151422845,Master's Degree,nlp_inferred,5 years,nlp_inferred
5165711154,Associate Degree,nlp_inferred,,not_specified
5270206076,,not_specified,,not_specified
5252331897,Associate Degree,nlp_inferred,,not_specified
5232248582,High School Diploma/GED,nlp_inferred,21 years,nlp_inferred
5249211858,Bachelor's Degree,nlp_inferred,2-5 years,nlp_inferred
5255206624,,not_specified,,not_specified
5184490302,High School Diploma/GED,nlp_inferred,4-5 years,nlp_inferred
4971097835,Bachelor's Degree,nlp_inferred,,not_specified
5270193513,Associate Degree,nlp_inferred,,not_specified
5259706008,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5211040530,Master's Degree,nlp_inferred,3 years,nlp_inferred
5255392656,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5257043520,High School Diploma/GED,nlp_inferred,,not_specified
5172421705,Doctorate,nlp_inferred,,not_specified
5175730727,,not_specified,,not_specified
5198517303,Associate Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5124645233,,not_specified,10 years,nlp_inferred
5235715979,,not_specified,8 years,nlp_inferred
5271742141,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5233241500,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5259815422,Certification,nlp_inferred,Entry level / no experience,nlp_inferred
5184633327,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5259872449,Bachelor's Degree,nlp_inferred,,not_specified
5089763791,Doctorate,nlp_inferred,4 years,nlp_inferred
5249474619,Master's Degree,nlp_inferred,,not_specified
5271761425,,not_specified,6 months,nlp_inferred
5030633245,Master's Degree,nlp_inferred,,not_specified
5138424523,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5265687430,Master's Degree,nlp_inferred,,not_specified
5272888079,Bachelor's Degree,nlp_inferred,,not_specified
5219600235,,not_specified,18 years,nlp_inferred
5262555263,Certification,nlp_inferred,6 months,nlp_inferred
5272889768,Associate Degree,nlp_inferred,,not_specified
5272890072,Master's Degree,nlp_inferred,1 years,nlp_inferred
5224481258,High School Diploma/GED,nlp_inferred,,not_specified
5214091640,Bachelor's Degree,nlp_inferred,10-15 years,nlp_inferred
5214186226,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5193059726,Master's Degree,nlp_inferred,2 years,nlp_inferred
5161883670,High School Diploma/GED,nlp_inferred,,not_specified
5224718642,,not_specified,5 years,nlp_inferred
5224718648,,not_specified,5 years,nlp_inferred
5151424247,Master's Degree,nlp_inferred,5 years,nlp_inferred
5148150575,Master's Degree,nlp_inferred,,not_specified
5193055415,Bachelor's Degree,nlp_inferred,12 months,nlp_inferred
5044054903,,not_specified,6 months,nlp_inferred
5201101501,,not_specified,40 years,nlp_inferred
5161747814,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5202119613,Master's Degree,nlp_inferred,,not_specified
4841278168,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5236716317,,not_specified,2 years,nlp_inferred
4896853116,Master's Degree,nlp_inferred,5 years,nlp_inferred
5270204897,,not_specified,,not_specified
4935580149,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5238928614,,not_specified,3 years,nlp_inferred
5025267264,,not_specified,20 years,nlp_inferred
5165884374,,not_specified,40 years,nlp_inferred
5177525805,,not_specified,,not_specified
5089758389,Doctorate,nlp_inferred,4 years,nlp_inferred
